user_id,install_date,country,acquisition_source
06095083-a841-41c0-8efd-4ea45fc0a06e,2025-09-23,UK,organic
978102bf-e362-4eec-8d1c-d831c39144aa,2025-02-13,US,organic
a2d85eae-5374-432b-8f0c-2adecb598da2,2024-06-12,FR,paid_facebook
3bda8eaf-c32e-450f-91d0-440f858d6483,2024-09-26,US,paid_facebook
df5d7fb7-6caf-4aca-b472-71cdc0e6f3a0,2025-03-01,DE,organic
9e3c8cf1-669f-466e-939b-2a29b3c309fe,2025-05-15,UK,organic
43bc1393-53f0-4a1a-b38a-57d7ef4a478b,2024-09-23,FR,organic
103e7864-2cd9-4ad9-9412-ed29cfd17eb5,2025-03-28,DE,organic
1298ce93-65ab-4eaa-95fc-8a28a8fb9970,2025-08-20,DE,organic
25b92822-a965-4828-8532-61d308ee71d5,2024-11-09,US,organic
af30e586-5e96-4f9e-8f8b-11ab815d8e7d,2025-09-08,US,referral
c9636d70-f7cb-4b39-8138-cae1c7a4e55e,2024-06-04,FR,paid_google
49b0a139-ba41-49c1-b82f-3b9659f0069c,2025-02-25,FR,organic
8875c83d-73de-40ac-88b5-84988afad76a,2025-10-26,DE,organic
283e6207-00bd-4c0d-8e45-a0ac2849611c,2024-11-30,FR,paid_facebook
06c0d049-959d-46c7-bed8-60329d08e5d8,2024-09-17,UK,paid_facebook
5e1c5779-6730-44b2-a06a-10e8e8d19682,2025-04-02,FR,paid_google
96c965a0-6354-47b1-bed2-69d52f8253c6,2024-12-21,US,organic
b3c3ba94-10d0-4a6d-9f98-dbdc18814ee3,2024-11-04,DE,organic
e243c035-6b3e-479a-a1d4-029a18737ece,2025-06-18,US,organic
7cfc9fa1-6262-4c83-bab8-752e7932a9d1,2024-11-13,DE,paid_google
04035060-aea8-44eb-a7d9-6d0895439ed1,2024-06-01,UK,referral
8f0d27ed-10ad-41fc-9202-35a020eb53bf,2025-04-28,DE,organic
876e4739-9762-4a70-b224-be3733f81bcc,2025-10-14,DE,referral
aaf888f7-29c4-427e-9ce0-d7f09b29e279,2024-06-20,DE,organic
c8421b20-05cd-4817-9c9f-9e44cd3c3083,2024-09-23,UK,paid_facebook
171402a6-7656-449b-9f0a-ae7f2b6ff857,2025-06-07,UK,organic
c72bb15b-c405-4c51-9eb8-17c7728e07b5,2025-04-11,US,referral
09c86128-66a7-45f6-b350-0f4076ee7df5,2025-02-01,DE,paid_facebook
f45c97ab-b96c-46dc-b252-d3965e7af9da,2024-07-30,US,organic
50da8436-6817-4468-9626-e6b4534fad18,2025-02-02,DE,paid_facebook
d62c4025-6121-48c2-b6dc-6c83e7222daa,2024-08-20,UK,organic
34aaf026-5516-4d0d-bd2d-895e963912ff,2024-08-27,FR,organic
67f045d2-599a-4fef-8586-f4c3cba8f14f,2025-10-11,US,organic
559bcd11-7945-4e01-a0e9-66101e451dfc,2024-08-10,FR,referral
b5938c06-9857-41e5-a30f-7ca8c088b75b,2024-10-07,DE,paid_google
adb7e07d-c925-4fbf-be2e-9ebc8a7feb00,2024-10-10,FR,referral
174449f7-11d9-4395-b8f1-462dee3f6c99,2025-09-30,FR,referral
a40040bc-6f94-445c-80ee-b2bf84ea135d,2024-11-17,US,paid_google
b159729e-24c1-492e-8a2f-5d2918a131c1,2025-02-27,US,paid_facebook
26d48fe7-47c4-4188-b004-aaf23210fca6,2025-08-08,US,paid_google
651ce528-463b-4fbd-847c-ed49736e013a,2025-01-03,US,referral
3e56c85d-3262-48f0-8801-ce623a487b20,2024-12-23,DE,paid_facebook
407abe19-15fa-4e32-9863-d7a44610b77f,2025-04-16,FR,paid_google
437e9381-e187-4143-8e33-6f3ccbcb40fe,2025-07-14,UK,paid_google
d6fb0627-d187-4ddf-bf86-5b7d626e921f,2025-06-18,UK,referral
6bc5d7dc-6b9c-40c4-951b-95d562cd56e5,2025-08-23,UK,paid_facebook
44ad43b0-db9e-42bc-a611-6199721559c0,2025-09-06,UK,paid_facebook
0bc791ef-1fc6-4d99-af02-afc28bac2a98,2024-10-02,DE,paid_facebook
b2122473-0bc3-4a60-83bf-dc9a00c1040f,2025-02-09,FR,organic
de183e8f-f5f5-4bcf-9092-6b2d83fc6521,2025-01-17,US,organic
8c66d0ca-d4f5-4be3-9c0d-86ab150ba81d,2024-08-05,DE,organic
c1448515-34c3-456f-bac3-1cc52a4cf620,2025-05-13,FR,paid_facebook
113f427c-7a17-49d5-b58c-8b4cc156cb64,2024-06-22,DE,referral
be2db133-f005-4e95-96bf-d3f990fa60fa,2025-01-22,FR,paid_google
5fbd00db-6bca-4bfc-9090-bab66a6179d7,2025-01-12,FR,organic
c95dfbed-865a-4b8d-9d54-402f3e13e8c6,2024-06-08,US,organic
c24caf7f-349e-40ed-bcb2-02cb5fd442f0,2024-08-12,UK,referral
b245ae25-a882-4994-84f3-a85a27212a81,2024-07-31,DE,paid_facebook
5a7330ba-4f5c-4ebc-afb2-1abe69f63be9,2025-01-21,US,organic
63ccfa65-24a5-4d73-9529-c51523f7db53,2024-08-09,US,paid_google
655cc6ca-b1ed-4f23-8273-099ba92b4145,2024-07-03,US,organic
84b87649-33a8-477d-9256-5a4d7abd7f64,2025-05-05,UK,organic
3f4ab4c2-23e4-4446-bd4c-0c736c53fb43,2024-08-12,UK,paid_google
144a17df-3939-40e6-aea0-434db3fbfc9e,2025-01-30,FR,paid_google
dc4ca1bb-6e4d-4c1b-8bfc-db7474b296eb,2025-03-13,DE,organic
1399dd29-fbfc-48b4-a7f1-c7615b00acc5,2025-10-11,FR,referral
541b434b-818d-410d-86bd-b5e4549469a1,2025-01-06,US,paid_facebook
72aef0d1-1f4b-4404-87ce-ada01e610059,2024-10-14,DE,organic
1333d6ea-5ca1-4e22-b9a6-c384a1f118eb,2025-09-28,US,referral
55fff34c-f461-4496-8384-e1a15189167f,2025-02-04,US,organic
fcd0f71e-dc8e-40f3-978c-c1b66c39a2e5,2025-09-28,FR,referral
3fa2b43d-0b17-44a5-a47e-29aa80fc41d2,2025-07-22,FR,paid_google
d6afbcc3-f624-4588-bbfc-02b85b4f0f01,2024-12-12,UK,referral
2e8c63d1-e78c-4b18-8ffb-37a5b6e937d5,2024-09-05,US,paid_facebook
4583925d-5778-42b4-b64b-f22fc6cb5d7f,2024-09-08,US,organic
7b228aac-48bb-4de9-85e8-0a00a77f58cc,2025-08-16,FR,paid_google
1f962b2c-5910-4ce2-a032-8c57fb8c6475,2025-05-29,FR,referral
9c41ae04-64a1-4b81-a86e-b9dee1755af9,2025-08-08,DE,organic
b847b8f2-0b50-46a6-b7dd-188dc453ef59,2025-07-26,US,organic
978334fa-5d53-42c7-bd3d-a4bdcef4d9ae,2025-09-22,FR,organic
cf2b50b0-6c10-4097-b8db-f5d4afec786e,2024-07-26,UK,paid_facebook
d9a296e7-acc5-4ba6-a55d-abf9c8f4d92b,2024-09-09,FR,organic
0ae997db-caed-442b-9412-de6aa9f3b20c,2024-08-02,DE,organic
f71b64c6-be3f-42f8-81fd-6064171547e9,2025-07-18,FR,referral
ec2826fe-e45d-48fb-807c-a7e4a2076ed1,2025-05-14,DE,paid_google
0e572279-2f90-49b3-8083-4fc4b39b7246,2024-09-20,UK,paid_google
c7c2e13b-6cc7-4f45-ada2-c9f875447d97,2025-02-10,US,paid_facebook
adb24f12-7c29-4b32-a3fc-5687d1056863,2024-12-14,US,paid_google
9cdcd694-b820-41fd-87bd-9537b9aa7447,2024-12-12,US,paid_facebook
af36ff7e-884d-4049-bcc4-77713a2c17dd,2025-09-03,FR,organic
9d68ecb5-778e-44c9-9c36-ed79617c4a50,2024-10-22,UK,paid_facebook
f52fcec1-5b24-426c-9001-0c03c5bfbc20,2025-08-07,FR,paid_facebook
1317be21-bc21-4bba-850f-a3a963a761b4,2024-12-05,UK,paid_facebook
ceb7f752-d6de-4c25-925f-1a866aede54f,2025-03-13,FR,referral
fbbf8623-1b59-457f-b039-aeb4fa2ce5e3,2025-09-17,US,referral
13c9aea9-91c0-42c5-b9d0-3f17930c036b,2025-02-11,FR,referral
18f7f71c-b1bc-4483-9de1-2e6f11fe2d47,2024-08-17,DE,paid_facebook
9871a7e8-dc58-4d04-ae23-d793e1f9697a,2025-08-28,DE,referral
b3a80624-c256-4097-85df-f09dc153eb5d,2024-09-09,FR,referral
34dd9c02-0b24-4634-b7cf-0cd6e7ce54c2,2024-07-22,US,organic
9c85bfdd-369a-49f3-b8ee-364275645a61,2024-06-16,UK,organic
40b8d65c-071e-4d34-abf7-690f14062b51,2024-09-04,FR,paid_facebook
3917e409-e8cd-450c-a307-dcce02b3dcbb,2025-01-29,UK,organic
9c895eaf-a984-4eba-bbc8-327d2e79571a,2024-11-18,FR,paid_google
413c6504-61e7-416e-bd0a-a44173ffcbfe,2025-07-22,FR,paid_facebook
91792583-f93e-485a-9228-61453f29911b,2025-10-11,UK,paid_facebook
62515079-3a10-41ca-ae8f-04e3831303f7,2025-10-06,FR,paid_facebook
a76cf17c-3394-4c44-b230-b0d84a1d631d,2025-01-05,US,organic
a43dec37-b450-4a16-ba69-43e6b2685b71,2025-07-16,UK,paid_google
5fa2502c-0dfe-45ef-82a1-17da9a6d8751,2024-07-31,FR,organic
5134bc52-b09a-496b-ad1a-52a194e21b76,2024-11-16,UK,referral
4a9a2556-3df7-4854-be77-29f29d71ea16,2025-06-24,UK,paid_google
41eb58c1-716f-4c55-9c19-089617be746c,2024-06-03,FR,paid_facebook
1645d0d5-ffe1-46a6-841b-979ae5e88b21,2025-07-05,UK,paid_google
9395f71a-c085-4324-a0df-3675272625b3,2025-02-27,DE,organic
cfceba53-b005-45be-8584-ce9c5686c020,2025-09-09,DE,organic
db38722c-ae27-4567-a8d8-6cbde6d46273,2025-03-20,US,paid_facebook
72a559b7-726c-4c93-9487-59b6599c7e99,2025-08-08,DE,organic
c040d540-c705-4048-bda8-71135c627334,2025-10-12,FR,paid_facebook
41c61bda-5267-41e6-9e8b-15a019194c6a,2024-11-06,DE,organic
c4530402-9373-4467-a027-ace2fb1a3a90,2024-12-12,US,paid_facebook
f9972192-2561-47c1-914b-bd4aedd3c795,2025-03-31,US,organic
a2b9702e-96c1-4228-9a33-68009fb377a3,2025-01-09,DE,paid_facebook
fb264512-647c-4931-8874-78e95cf04e62,2024-07-30,DE,paid_facebook
2fe04acb-c0d7-4f08-ad75-705514c55de9,2024-08-02,DE,organic
d8901824-6adc-4abf-9477-bdef6b72030f,2025-04-18,UK,paid_facebook
f642fab8-9238-4ae6-8946-a9df1db1286c,2024-07-29,US,organic
b70655bc-c486-464a-85cc-4823d409af28,2024-07-22,US,paid_google
5830b1dd-c1e5-4431-9ed3-f8fd52912d3a,2025-10-02,UK,organic
4a6c0d98-ce01-4c55-9e94-0304c5d73320,2025-10-28,UK,referral
6b7b2f0a-5930-492a-8e16-cc389ffe4e52,2024-11-09,UK,organic
22f48f38-77a1-4e2e-a950-7c379b1efd80,2024-07-29,US,organic
9670a22d-35cf-4ef4-920b-8ec3280d4f75,2024-08-22,US,organic
5f6597cb-0f87-4dd0-b3f7-a7a24a453b96,2024-12-08,UK,paid_facebook
83b9823a-d44f-4e47-b970-cb143172eedc,2024-08-10,DE,organic
44b39098-7b2b-413a-aedd-7bb86642613d,2024-08-09,UK,organic
99c66af6-7282-4378-95a4-cf40dc1a3373,2025-01-27,US,organic
ca6da1bb-18da-40c3-859c-a127485d1624,2025-07-19,UK,organic
f6630880-4205-4909-9cd6-4e329257422f,2024-10-01,US,paid_facebook
f135d88c-e3a0-4589-bcfb-aabd2230f13c,2025-02-08,DE,organic
1f8b68d0-211c-4490-b08a-da3cd1a7bb23,2024-07-11,UK,organic
b46874cb-0cc1-4740-9c84-6de752cf9e86,2024-08-23,UK,referral
0beb871a-caa7-4f37-9a44-e584298948b5,2025-08-04,UK,organic
4343576c-be02-4b2d-bd6c-692bc7d74579,2025-04-20,UK,paid_google
fb494b2c-3190-4a1d-b795-6027720d50ae,2025-02-23,US,organic
a23f1892-4e9e-4c77-817e-f0411cd1046e,2024-12-27,FR,paid_facebook
6d059102-ddba-4060-8ca6-c2aeac76ee2f,2025-04-18,FR,referral
ecd5b3ee-73a9-4dcb-a3c8-a3806cb2b79f,2025-01-31,FR,paid_google
5716a76c-2b98-438a-9e39-0996a3faae77,2025-02-27,DE,paid_facebook
b87b2ce1-90e3-49db-851b-5796045b4314,2025-07-11,US,paid_google
ff9704ac-0c81-4080-8785-1c6669794b53,2024-10-13,UK,paid_google
108416d3-146b-4d05-9cff-7da2606c24ab,2025-04-04,US,organic
8050cd3e-c219-4198-a991-5c01364cd7eb,2025-09-12,UK,paid_facebook
bc0894c9-cc57-4577-bfd9-1ae03a42995e,2025-04-20,UK,paid_facebook
53d7e074-e4d6-4951-aecc-0ae1f4e3c6b8,2024-08-14,US,organic
52850552-dbd6-4e12-a6ee-bcf1592e0603,2024-06-10,UK,paid_google
4ffb5944-3ca4-4ea6-855f-e161900ad0b6,2025-09-13,UK,organic
7c0eceff-30a9-463c-a978-b276e0b38209,2024-09-11,UK,paid_google
e9bcd1f6-8887-44e9-908c-a19442c27592,2024-08-15,US,paid_facebook
d192b5de-9834-4e64-afef-b6a504d02574,2025-01-05,UK,paid_facebook
ed8986f4-5ba7-473d-8a67-0e6b2d2e1197,2025-02-27,US,paid_facebook
3944c93f-a965-4189-9e26-c18e9a0734cc,2024-10-14,DE,organic
08f8155c-bb53-4c0d-a978-6045e959d9bb,2025-05-24,DE,organic
3c628386-57bb-4809-bd7e-54f78fc03264,2024-08-10,US,paid_facebook
2e4a43f3-0902-4088-8f49-d6edb368b9d1,2025-02-06,US,referral
980a7f73-0e4e-479f-8e02-f3fbceac298d,2025-06-14,UK,organic
29f5e65d-030f-4a15-868e-ba35e50271e1,2025-03-19,FR,organic
eaa88b73-6e0c-4ece-9e72-2019105f3d90,2024-11-09,UK,organic
3d11c034-8c11-49dc-9afc-631d6f197e96,2025-08-23,DE,referral
8c8c17b8-82cf-4062-a7d9-49701db78aaa,2025-04-06,FR,referral
4d8bb8a6-3689-464a-b588-df04a2f3f950,2024-06-09,UK,organic
be54554a-625e-4d23-a774-9946454496f9,2025-04-03,UK,paid_facebook
72836843-1b07-47e8-b656-7a59703137ad,2024-09-15,FR,paid_facebook
ec9aabfe-8f19-4dc7-a069-f2b2af71b184,2024-10-16,FR,organic
aef324c0-684f-4f95-b6a7-296fef461d88,2025-02-26,FR,paid_google
038430f7-b8d9-4b2e-8a4a-d1172c4e5dd2,2024-09-27,US,organic
ba80228d-7948-4b49-98c5-a65cf245e1be,2024-09-18,UK,paid_google
a0b212ea-858c-4427-87de-21cd9b997ad8,2024-11-07,FR,paid_facebook
0c060a56-840c-4210-8803-9d09fccddcdf,2025-03-06,US,paid_google
6da0cb1e-e4c5-466e-9f2f-892b6eea0cc8,2025-03-16,UK,referral
7b31c7f9-f2a5-467f-bac4-d65107978f3c,2025-01-02,FR,organic
52c869ce-3684-428d-8ef1-2316f9e9efee,2025-05-18,FR,organic
d7ef89d0-485c-428a-b391-c88f5449c509,2024-12-26,UK,paid_facebook
218c1a53-68c6-4c2e-97f3-0e5e5357b551,2025-02-26,DE,organic
37415491-3db0-46c3-99bd-4a5fdcc7b2e8,2025-10-31,UK,organic
8fd59fe5-96a4-44d3-a5a8-66a08aba95d8,2025-10-14,DE,paid_google
a0372a12-2dbb-4686-a7e9-9b622a20cac7,2025-02-13,US,organic
a459b81f-859d-4df8-b41b-984fc3a5a6c2,2024-07-23,UK,paid_facebook
9866b304-9e7d-44cc-a0b1-4c29166c101f,2024-09-03,FR,paid_facebook
2f2ceaca-164b-4f9f-aa92-e819d2130811,2025-08-08,UK,paid_google
29a54139-8f45-4fab-a87b-aef4d16f91ec,2025-03-11,US,organic
18509fa0-064a-47f3-a1fa-840975fe1505,2024-07-16,DE,organic
7bb98eae-f0a1-4fba-b4cf-fd86da27eb49,2024-06-04,DE,organic
1f586460-9872-4b18-9a75-a05f9980867c,2025-05-08,DE,organic
604209f7-5468-414a-97df-6a3456aa0e08,2024-10-12,DE,organic
ddea2dfc-02ba-4198-8935-9d36b81e50e6,2025-02-24,DE,organic
b43416fd-0313-4bf6-9ff8-d553642b28c6,2024-11-13,FR,paid_facebook
d07ace60-e392-4c6f-a5d2-ddcf33059b92,2025-08-27,UK,organic
caa93172-3464-473d-8291-c2dd26e0c95e,2025-08-12,DE,paid_facebook
9c63d684-7ab5-4c3e-bec0-efdd2caffb67,2024-06-10,UK,referral
a15288c4-838f-4dc2-9b38-b298320bdf57,2024-09-23,UK,organic
c1c45220-22e6-4921-ac99-a055d1734899,2024-08-17,DE,paid_facebook
c81cb687-0e07-48f5-b61d-befb2416b1e7,2024-10-31,FR,referral
e9e06f66-e8a7-431d-a41c-3fe0ae9d3153,2024-07-07,FR,paid_facebook
d23ea530-c695-4d93-bd95-d06bbf467f68,2025-06-14,UK,organic
eaca16a6-fc2c-4e7b-9369-ff8c5fcaa7de,2024-10-30,UK,organic
3d8d09b8-94a0-40bc-a764-da15bf7cdaa4,2025-08-15,DE,paid_google
c531ed68-31e5-4025-83ad-221eee08f1b5,2024-10-09,US,paid_google
b8d4154a-8123-4118-b7de-b98967350e7d,2024-07-13,DE,referral
ffc13e20-f044-4f90-8fe1-5c348ad01148,2025-04-12,DE,paid_google
76624e1c-9b36-4144-8ac0-36bd5533a6b6,2025-06-09,FR,organic
e8fce7ab-07eb-4677-8e9b-3e7f12253a35,2024-07-11,US,organic
59d5eb35-ab13-4b2e-b0fa-b20b27587c58,2025-06-02,FR,organic
4e56c439-aaea-4e57-9558-d7db940f5d83,2025-01-02,UK,organic
7b519bfb-29c0-4796-8b18-cc014333f4a1,2025-02-11,UK,referral
07f6b2c3-7fbc-441f-9de7-b3da35701828,2024-09-14,DE,paid_facebook
bf343594-6aea-41c8-9ad6-ba7aebc821da,2025-05-29,FR,organic
4a10eea2-befa-4cd6-8e2d-662b60d05c87,2025-07-22,DE,organic
ae8171dd-f8c3-4a19-9f16-d1ba15ffc784,2024-11-06,DE,paid_google
cc960418-0d0c-4cc0-a80e-c5d8215c11bd,2025-01-29,FR,organic
f3dd08cb-b3f0-4055-ac33-681883ab9f21,2024-11-14,UK,organic
11b7f533-a7f0-4d13-a01e-9c8e363ae62f,2024-11-29,FR,organic
99cc46b4-9f77-4910-a9af-759205cd2fff,2025-07-28,DE,paid_google
584c8b00-00c3-4c4f-8d8d-050709d09293,2024-06-26,DE,referral
f0b3c668-b54b-4123-96c4-7456a7af9ea1,2024-12-01,US,organic
6ad9bc1f-abd2-42d6-b633-1a372ee8fc38,2025-05-07,FR,organic
7730bc9d-5a02-495f-baa8-b94d6c0b53fc,2025-07-27,DE,organic
837cf747-cd2e-4ee2-bdc0-925a299d2144,2025-02-10,UK,paid_facebook
47392cbf-fc62-492b-ad0a-d44cd4a07c10,2025-03-01,DE,organic
98f41e98-2fff-4662-b080-fc6de6dc6fe0,2024-11-11,US,paid_google
e5c6a59c-7554-4376-bc3d-9ab80cdad140,2024-09-19,FR,organic
6375cd02-63b2-4270-8477-59e8463caafd,2025-06-27,DE,paid_google
78973f74-503a-47f3-a86e-198db28f812c,2024-07-10,UK,referral
806ba69e-09d0-4e00-81c7-0dbe8c995ce5,2025-09-25,FR,organic
ac78543d-373d-4fe2-b776-f24d417d8f18,2025-01-14,FR,paid_facebook
